S/N,Warehouse,Order date,Delivery date,Customer,Zipcode
2325,Washington,09/07/2022 23:13,9/13/2022 12:12,202192,15102
2326,Butler,09/07/2022 23:17,09/09/2022 17:10,98640,15235
2327,Pittsburgh Mills,09/07/2022 23:35,09/09/2022 15:44,18276,15212
2328,Pittsburgh Mills,09/07/2022 23:36,9/13/2022 13:17,29206,15317
2329,Butler,09/07/2022 23:39,09/09/2022 13:14,142355,15106
2330,Washington,09/07/2022 23:44,9/13/2022 15:43,26845,15237
2331,Washington,09/07/2022 23:55,9/13/2022 12:13,9032,15241
2332,Beaver,10/07/2022 02:54,10/11/2022 13:01,47174,15017
2333,McKees Rocks,10/07/2022 06:02,10/07/2022 11:48,44597,15216
2334,Pittsburgh Mills,10/07/2022 06:42,10/11/2022 13:39,47136,15237
2335,Pittsburgh Mills,10/07/2022 08:23,10/11/2022 10:33,30138,15210
2336,Washington,10/07/2022 08:33,10/11/2022 12:00,213155,15236
2337,Washington,10/07/2022 08:38,10/11/2022 11:55,119846,15236
2338,Washington,10/07/2022 08:54,10/10/2022 16:33,103536,15228
2339,Butler,10/07/2022 08:54,10/13/2022 15:56,14443,15227
2340,Butler,10/07/2022 09:10,10/12/2022 16:25,103536,15228
2341,Butler,10/07/2022 09:11,10/12/2022 13:41,143261,15301
2342,Beaver Falls,10/07/2022 09:12,10/11/2022 10:02,256882,15221
2343,Mckees Rocks,10/07/2022 09:21,10/11/2022 14:58,275547,15206
2344,Butler,10/07/2022 09:38,10/12/2022 14:54,27938,15217
2345,Butler,10/07/2022 09:59,10/12/2022 16:36,18194,15234
2346,Butler,10/07/2022 10:02,10/11/2022 14:44,155930,15237
2347,Pittsburgh Mills,10/07/2022 10:02,10/11/2022 13:56,155930,15237
2348,Akron,10/07/2022 10:10,10/14/2022 16:27,193552,44512
2349,Pittsburgh Mills,10/07/2022 10:11,10/11/2022 14:20,108193,15237
2350,Boardman,10/07/2022 10:41,10/11/2022 11:06,181313,15227
2351,Beaver Falls,10/07/2022 10:43,10/11/2022 11:09,181313,15227
2352,Pittsburgh Mills,10/07/2022 11:10,10/10/2022 16:59,184734,15226
2353,Washington,10/07/2022 12:41,10/10/2022 15:30,42199,15017
2354,Washington,10/07/2022 13:33,10/11/2022 15:31,21650,15236
2355,Washington,10/07/2022 15:03,10/10/2022 14:00,15934,15301
2356,Butler,10/07/2022 16:11,10/13/2022 9:39,224654,15219
2357,Mckees Rocks,10/07/2022 17:43,10/11/2022 13:43,1485,15317
2358,Washington,10/07/2022 17:43,10/10/2022 14:26,1485,15317
2359,Butler,10/07/2022 20:16,10/11/2022 16:05,165008,15206
2360,Pittsburgh Mills,10/07/2022 20:44,10/10/2022 14:19,193768,15317
2361,Boardman,10/07/2022 22:47,10/10/2022 16:41,186801,15106
2362,Butler,10/07/2022 23:32,10/12/2022 16:57,142762,15205
2363,Mckees Rocks,10/07/2022 23:54,10/10/2022 13:31,9032,15241
2364,Mckees Rocks,11/07/2022 07:33,11/09/2022 17:01,8054,15201
2365,Washington,11/07/2022 09:14,11/10/2022 16:35,295473,15317
2366,Pittsburgh Mills,11/07/2022 10:37,11/08/2022 18:43,246040,15301
2367,Mckees Rocks,11/07/2022 10:57,11/09/2022 12:03,25101,15090
2368,Pittsburgh Mills,11/07/2022 11:48,11/10/2022 15:44,55852,15235
2369,Butler,11/07/2022 12:30,11/08/2022 17:21,251294,15208
2370,Pittsburgh Mills,11/07/2022 12:30,11/09/2022 08:48,125917,15218
2371,Robinson,11/07/2022 13:00,11/10/2022 16:01,152470,15241
2372,Washington,11/07/2022 13:13,11/10/2022 15:28,250841,15235
2373,Beaver Falls,11/07/2022 14:30,11/10/2022 13:56,42542,15044
2374,Pittsburgh Mills,11/07/2022 14:54,11/10/2022 11:17,66056,15205
2375,Butler,11/07/2022 15:44,11/09/2022 10:03,18228,15205
2376,Washington,11/07/2022 16:07,11/09/2022 14:01,180890,15102
2377,Butler,11/07/2022 16:13,11/08/2022 14:01,68845,15044
2378,Boardman,11/07/2022 17:55,11/09/2022 15:47,60823,15090
2379,Pittsburgh Mills,11/07/2022 18:36,11/09/2022 10:33,307660,15236
2380,Mckees Rocks,11/07/2022 18:45,11/09/2022 15:15,44597,15216
2381,Butler,11/07/2022 18:56,11/09/2022 09:44,30138,15210
2382,Pittsburgh Mills,11/07/2022 20:00,11/09/2022 15:14,44597,15216
2383,Beaver Falls,11/07/2022 21:04,11/09/2022 20:10,66866,15218
2384,Butler,11/07/2022 21:21,11/10/2022 14:57,8706,15106
2385,Mckees Rocks,11/07/2022 21:56,11/09/2022 14:45,167863,15216
2386,Butler,11/07/2022 23:24,11/09/2022 09:20,257886,15207
2387,Pittsburgh Mills,11/07/2022 23:24,11/09/2022 09:24,257886,15207
2388,Butler,01/08/2022 02:35,01/11/2022 14:48,67805,15220
2389,Pittsburgh Mills,01/08/2022 07:18,1/14/2022 17:02,2817,15241
2390,Washington,01/08/2022 12:16,01/10/2022 17:40,26228,15233
2391,Washington,01/08/2022 12:58,01/12/2022 21:50,11132,15220
2392,Beaver,01/08/2022 20:41,01/12/2022 13:47,16332,15317
2393,Butler,01/08/2022 20:59,01/11/2022 14:48,33489,15237
2394,Washington,01/08/2022 22:35,01/11/2022 14:48,33489,15237
2395,McKees Rocks,02/08/2022 01:12,02/09/2022 14:30,83008,15317
2396,Washington,02/08/2022 04:12,02/08/2022 12:58,1765,15301
2397,Washington,02/08/2022 09:01,02/10/2022 10:14,3272,15136
2398,McKees Rocks,02/08/2022 09:20,02/09/2022 14:06,2640,15241
2399,Pittsburgh Mills,02/08/2022 11:47,02/12/2022 14:17,71423,15237
2400,Washington,02/08/2022 18:44,02/10/2022 09:23,64481,15210
2401,Washington,02/08/2022 20:11,02/09/2022 17:20,77899,15210
2402,Washington,02/08/2022 20:46,02/11/2022 08:29,52418,15201
2403,Butler,02/08/2022 20:52,02/10/2022 12:44,47136,15237
2404,Butler,02/08/2022 21:14,02/10/2022 13:12,15030,15220
2405,Butler,02/08/2022 21:17,02/10/2022 16:10,20685,15120
2406,Washington,02/08/2022 21:51,02/11/2022 15:08,67652,15317
2407,McKees Rocks,02/08/2022 23:40,2/14/2022 14:32,8415,15317
2408,Washington,02/08/2022 23:58,02/09/2022 16:44,73830,15220
2409,Washington,03/08/2022 06:59,03/11/2022 14:02,2817,15241
2410,McKees Rocks,03/08/2022 06:59,03/11/2022 14:02,2817,15241
2411,Pittsburgh Mills,03/08/2022 08:28,03/10/2022 13:38,694,15332
2412,Pittsburgh Mills,03/08/2022 08:46,03/11/2022 08:45,86240,15235
2413,Butler,03/08/2022 08:57,03/11/2022 08:43,86240,15235
2414,Butler,03/08/2022 10:41,03/11/2022 13:41,564,15317
2415,Washington,03/08/2022 10:43,03/09/2022 15:16,564,15317
2416,McKees Rocks,03/08/2022 10:49,03/10/2022 08:35,98028,15213
2417,Butler,03/08/2022 11:25,03/10/2022 14:50,17454,15301
2418,McKees Rocks,03/08/2022 13:41,03/09/2022 12:49,11396,15220
2419,Butler,03/08/2022 13:43,03/10/2022 09:07,11396,15220
2420,McKees Rocks,03/08/2022 18:04,03/10/2022 13:07,102319,15129
2421,Beaver,03/08/2022 18:05,3/16/2022 10:25,102319,15129
2422,Washington,03/08/2022 18:18,03/10/2022 09:43,60824,15237
2423,Beaver,03/08/2022 20:20,3/14/2022 14:35,81479,15220
2424,Butler,03/08/2022 20:45,03/10/2022 13:07,102319,15129
2425,Washington,03/08/2022 20:46,03/09/2022 15:56,79314,15241
2426,Beaver,03/08/2022 20:47,3/15/2022 13:15,94299,15301
2427,Pittsburgh Mills,03/08/2022 20:50,03/10/2022 14:38,94299,15301
2428,Butler,03/08/2022 20:51,03/10/2022 14:39,94299,15301
2429,Butler,03/08/2022 21:21,03/10/2022 14:58,11735,15301
2430,Butler,03/08/2022 21:34,03/10/2022 14:24,57735,15301
2431,Washington,03/08/2022 22:16,03/10/2022 11:46,74199,15216
2432,Pittsburgh Mills,03/08/2022 22:45,03/10/2022 12:31,14375,15227
2433,Butler,04/08/2022 00:15,04/11/2022 17:03,95121,15120
2434,McKees Rocks,04/08/2022 04:16,04/11/2022 09:56,3567,15301
2435,McKees Rocks,04/08/2022 06:20,04/11/2022 10:04,203,15301
2436,McKees Rocks,04/08/2022 07:54,04/08/2022 13:12,93243,15220
2437,McKees Rocks,04/08/2022 08:09,04/12/2022 09:52,48848,15044
2438,Pittsburgh Mills,04/08/2022 09:01,04/12/2022 16:46,11565,15317
2439,Washington,04/08/2022 09:01,04/12/2022 16:45,11565,15317
2440,Beaver,04/08/2022 09:04,4/14/2022 15:51,694,15332
2441,Pittsburgh Mills,04/08/2022 09:24,04/12/2022 14:25,2817,15241
2442,McKees Rocks,04/08/2022 11:04,4/13/2022 9:54,47165,15233
2443,Butler,04/08/2022 16:31,4/13/2022 9:55,47165,15233
2444,Butler,04/08/2022 16:44,04/12/2022 13:23,55982,15106
2445,Washington,04/08/2022 18:50,04/12/2022 16:10,103101,15301
2446,Beaver,04/08/2022 21:59,4/16/2022 14:08,2956,15241
2447,Butler,04/08/2022 22:14,4/22/2022 8:47,97617,15237
2448,Butler,04/08/2022 22:15,04/12/2022 14:14,2956,15241
2449,Washington,04/08/2022 22:20,4/15/2022 11:23,109070,15237
2450,Butler,04/08/2022 22:25,4/14/2022 14:00,105430,15205
2451,Washington,04/08/2022 22:33,04/11/2022 14:47,69087,15213
2452,Washington,04/08/2022 22:40,04/12/2022 16:26,128712,15301
2453,Butler,04/08/2022 22:43,04/12/2022 13:52,61523,15243
2454,McKees Rocks,04/08/2022 23:39,04/12/2022 11:55,37122,15237
2455,Washington,05/08/2022 10:40,05/10/2022 10:47,56800,15205
2456,Pittsburgh Mills,05/08/2022 10:42,05/10/2022 10:47,56800,15205
2457,Washington,05/08/2022 11:56,05/10/2022 10:26,113345,15205
2458,Washington,05/08/2022 12:43,05/12/2022 13:47,100151,15237
2459,Butler,06/08/2022 05:04,06/10/2022 14:05,40694,15120
2460,Beaver,06/08/2022 05:29,06/09/2022 18:01,114211,15017
2461,Butler,06/08/2022 05:30,06/09/2022 18:02,114211,15017
2462,McKees Rocks,06/08/2022 06:10,06/09/2022 11:15,106228,15237
2463,Butler,06/08/2022 06:49,6/13/2022 15:17,3567,15301
2464,Washington,06/08/2022 07:14,06/09/2022 17:25,2817,15241
2465,Pittsburgh Mills,06/08/2022 07:14,06/08/2022 13:53,2817,15241
2466,McKees Rocks,06/08/2022 07:23,06/08/2022 15:17,659,15301
2467,Washington,06/08/2022 07:33,06/08/2022 17:38,159587,15317
2468,Pittsburgh Mills,06/08/2022 08:34,6/13/2022 16:40,166842,15317
2469,Pittsburgh Mills,06/08/2022 09:41,06/10/2022 15:33,116540,15129
2470,McKees Rocks,06/08/2022 09:46,06/10/2022 09:14,155930,15237
2471,Butler,06/08/2022 10:10,06/09/2022 16:35,63657,15102
2472,Pittsburgh Mills,06/08/2022 11:37,06/09/2022 23:24,168033,15301
2473,Butler,06/08/2022 12:41,06/09/2022 18:19,47317,15243
2474,McKees Rocks,06/08/2022 12:44,06/09/2022 13:26,47317,15243
2475,Butler,06/08/2022 12:55,06/09/2022 17:01,95563,15241
2476,Beaver,06/08/2022 12:56,06/09/2022 16:58,95563,15241
2477,McKees Rocks,06/08/2022 13:54,6/13/2022 14:40,152225,15317
2478,Beaver,06/08/2022 14:24,06/10/2022 13:41,30138,15210
2479,Butler,06/08/2022 16:09,06/09/2022 14:24,168294,15143
2480,Pittsburgh Mills,06/08/2022 16:33,06/10/2022 15:53,151458,15236
2481,Washington,06/08/2022 16:34,06/10/2022 15:56,151458,15236
2482,Washington,06/08/2022 17:37,6/13/2022 12:42,26670,15212
2483,McKees Rocks,06/08/2022 18:49,06/09/2022 13:04,118074,15106
2484,Butler,06/08/2022 20:33,06/09/2022 17:09,2956,15241
2485,Beaver,06/08/2022 21:43,06/09/2022 14:24,168294,15143
2486,Beaver,06/08/2022 22:06,06/09/2022 17:54,79314,15241
2487,Pittsburgh Mills,06/08/2022 22:08,6/13/2022 13:51,123378,15201
2488,McKees Rocks,06/08/2022 22:29,6/13/2022 16:55,125706,15057
2489,Washington,06/08/2022 22:37,06/10/2022 17:23,172940,15212
2490,Beaver,06/08/2022 23:20,06/09/2022 17:20,9032,15241
2491,Washington,06/08/2022 23:21,6/13/2022 14:00,9032,15241
2492,Butler,06/08/2022 23:22,06/09/2022 17:20,9032,15241
2493,Washington,06/08/2022 23:24,6/13/2022 12:34,46145,15212
2494,Beaver,07/08/2022 00:04,07/11/2022 11:07,33181,15367
2495,Pittsburgh Mills,07/08/2022 00:04,07/12/2022 09:08,20842,15213
2496,Washington,07/08/2022 00:04,07/11/2022 15:25,79811,15317
2497,Butler,07/08/2022 00:04,07/12/2022 09:07,20842,15213
2498,Washington,07/08/2022 03:50,07/12/2022 17:42,87746,15235
2499,Washington,07/08/2022 05:01,07/12/2022 13:21,152050,15044
2500,McKees Rocks,07/08/2022 05:21,07/08/2022 13:49,65249,15213
2501,Washington,07/08/2022 06:13,07/12/2022 16:10,170738,15237
2502,Pittsburgh Mills,07/08/2022 06:25,07/08/2022 13:07,175408,15143
2503,Washington,07/08/2022 06:26,07/12/2022 10:27,175408,15143
2504,McKees Rocks,07/08/2022 07:35,07/11/2022 16:09,2817,15241
2505,Washington,07/08/2022 07:36,07/11/2022 16:09,2817,15241
2506,Butler,07/08/2022 07:42,07/11/2022 12:02,118356,15317
2507,Pittsburgh Mills,07/08/2022 07:52,7/13/2022 13:12,187665,15301
2508,Pittsburgh Mills,07/08/2022 07:57,07/08/2022 16:57,62534,15237
2509,Pittsburgh Mills,07/08/2022 09:02,7/13/2022 11:48,152369,15102
2510,Pittsburgh Mills,07/08/2022 09:06,07/12/2022 15:48,100566,15237
2511,Pittsburgh Mills,07/08/2022 09:41,07/12/2022 15:33,155930,15237
2512,Washington,07/08/2022 09:56,07/11/2022 15:59,9032,15241
2513,Pittsburgh Mills,07/08/2022 10:04,7/14/2022 13:37,19117,15241
2514,Washington,07/08/2022 11:40,07/11/2022 15:46,168629,15317
2515,Pittsburgh Mills,07/08/2022 11:49,7/13/2022 10:49,167863,15216
2516,Washington,07/08/2022 11:59,07/11/2022 17:05,195593,15227
2517,Pittsburgh Mills,07/08/2022 12:04,7/13/2022 10:16,72532,15220
2518,Pittsburgh Mills,07/08/2022 12:59,07/12/2022 15:22,30707,15090
2519,Pittsburgh Mills,07/08/2022 13:31,7/13/2022 14:53,11098,15055
2520,Beaver,07/08/2022 15:37,7/14/2022 9:29,198740,15213
2521,Washington,07/08/2022 15:39,07/11/2022 16:45,159982,15236
2522,Beaver,07/08/2022 16:50,7/13/2022 18:34,144514,15237
2523,McKees Rocks,07/08/2022 16:55,07/12/2022 10:24,210156,15234
2524,Pittsburgh Mills,07/08/2022 18:44,7/13/2022 12:27,189086,15227
2525,Pittsburgh Mills,07/08/2022 21:44,7/13/2022 11:39,73196,15236
2526,Pittsburgh Mills,07/08/2022 21:57,07/12/2022 17:41,87746,15235
2527,Washington,07/08/2022 22:52,07/11/2022 16:01,45903,15241
2528,Butler,07/08/2022 23:27,7/13/2022 9:54,99368,15221
2529,Pittsburgh Mills,07/08/2022 23:40,7/13/2022 13:01,89842,15301
2530,Pittsburgh Mills,08/08/2022 00:01,08/09/2022 09:24,198832,15203
2531,Butler,08/08/2022 02:10,08/10/2022 10:34,139691,15205
2532,Pittsburgh Mills,08/08/2022 11:17,08/11/2022 13:05,16380,15202
2533,Washington,08/08/2022 13:52,08/11/2022 15:40,222747,15102
2534,Pittsburgh Mills,08/08/2022 14:28,08/10/2022 13:36,8706,15106
2535,Washington Big Box,08/08/2022 15:00,08/09/2022 16:35,199164,15057
2536,Beaver,08/08/2022 15:56,08/10/2022 13:38,140670,15201
2537,Washington Big Box,08/08/2022 16:27,08/11/2022 12:08,219199,16066
2538,Washington,08/08/2022 16:28,08/11/2022 12:08,219199,16066
2539,Washington,08/08/2022 20:05,08/10/2022 11:28,102437,15102
2540,Pittsburgh Mills,08/08/2022 22:19,08/10/2022 14:59,192571,15226
2541,Beaver,08/08/2022 22:27,08/10/2022 12:57,125041,15241
2542,Washington,08/08/2022 22:39,08/10/2022 09:54,121279,15106
2543,Butler,08/08/2022 22:50,08/10/2022 12:35,9032,15241
2544,McKees Rocks,08/08/2022 22:57,08/11/2022 12:28,144159,15044
2545,Butler,08/08/2022 23:05,08/10/2022 09:15,160093,15210
2546,Beaver,08/08/2022 23:08,08/10/2022 12:50,223901,15101
2547,Washington,08/08/2022 23:36,08/11/2022 14:28,195893,15143
2548,Butler,08/08/2022 23:37,08/11/2022 14:28,195893,15143
2549,McKees Rocks,09/08/2022 00:04,09/12/2022 14:17,52889,15044
2550,McKees Rocks,09/08/2022 02:29,09/09/2022 11:40,564,15317
2551,Washington,09/08/2022 04:59,9/13/2022 17:08,225410,15238
2552,Butler,09/08/2022 06:03,09/09/2022 13:01,220585,15106
2553,Washington,09/08/2022 06:52,09/12/2022 13:48,161691,15102
2554,McKees Rocks,09/08/2022 07:01,09/09/2022 12:43,54673,15243
2555,Washington,09/08/2022 07:02,9/13/2022 12:49,54673,15243
2556,Beaver,09/08/2022 07:10,9/13/2022 15:50,204352,15237
2557,Washington,09/08/2022 07:32,09/12/2022 13:28,94494,15236
2558,Pittsburgh Mills,09/08/2022 07:40,09/09/2022 14:38,65699,15222
2559,McKees Rocks,09/08/2022 07:50,9/13/2022 14:43,51820,15057
2560,Washington,09/08/2022 08:06,09/09/2022 15:06,148864,15216
2561,Pittsburgh Mills,09/08/2022 08:06,9/14/2022 13:58,184809,15205
2562,Washington,09/08/2022 08:09,09/12/2022 13:55,233741,15234
2563,Pittsburgh Mills,09/08/2022 08:33,9/14/2022 13:00,3567,15301
2564,Butler,09/08/2022 08:34,9/20/2022 10:55,62358,15143
2565,Butler,09/08/2022 08:34,9/13/2022 15:04,68845,15090
2566,McKees Rocks,09/08/2022 09:34,09/09/2022 14:09,160498,15216
2567,Washington,09/08/2022 09:40,09/12/2022 13:06,236785,15227
2568,Washington,09/08/2022 10:13,09/12/2022 16:04,153629,15235
2569,Washington,09/08/2022 10:20,9/14/2022 14:26,11565,15317
2570,Washington,09/08/2022 10:49,09/12/2022 14:49,231413,15206
2571,Washington Big Box,09/08/2022 11:01,09/09/2022 17:15,251237,15237
2572,Washington,09/08/2022 11:06,9/13/2022 15:24,13544,15220
2573,Butler,09/08/2022 11:25,9/13/2022 10:26,1761,15227
2574,Butler,09/08/2022 11:40,9/13/2022 14:14,24342,15237
2575,Washington,09/08/2022 11:41,9/13/2022 14:15,24342,15237
2576,Butler,09/08/2022 13:02,9/13/2022 16:23,186144,15237
2577,Akron,09/08/2022 13:12,9/13/2022 14:53,246328,15106
2578,Washington,09/08/2022 13:34,09/12/2022 16:26,244558,15237
2579,Washington,09/08/2022 13:35,09/12/2022 15:59,213609,15235
2580,Washington Big Box,09/08/2022 14:11,09/09/2022 15:35,61511,15212
2581,Washington,09/08/2022 14:38,9/13/2022 15:32,15619,15216
2582,Washington Big Box,09/08/2022 15:23,09/09/2022 14:59,233304,15228
2583,Butler,09/08/2022 16:10,9/13/2022 12:32,80720,15206
2584,Pittsburgh Mills,09/08/2022 18:10,9/13/2022 15:13,251019,15220
2585,Pittsburgh Mills,09/08/2022 19:54,9/13/2022 9:56,229104,15120
2586,Pittsburgh Mills,09/08/2022 22:55,9/13/2022 12:13,9032,15241
2587,Beaver,09/08/2022 22:58,9/13/2022 12:25,79314,15241
2588,Pittsburgh Mills,09/08/2022 22:58,9/14/2022 12:34,89586,15044
2589,Pittsburgh Mills,09/08/2022 22:58,9/13/2022 12:44,165457,15206
2590,McKees Rocks,09/08/2022 23:00,9/13/2022 12:12,9032,15241
2591,Pittsburgh Mills,09/08/2022 23:01,9/13/2022 15:32,15619,15216
2592,Washington,09/08/2022 23:03,09/12/2022 15:21,141964,15218
2593,McKees Rocks,09/08/2022 23:13,9/13/2022 11:58,151458,15236
2594,Butler,09/08/2022 23:16,9/14/2022 13:18,166869,15237
2595,Butler,09/08/2022 23:45,9/13/2022 13:09,248711,15228
2596,Pittsburgh Mills,09/08/2022 23:45,9/13/2022 13:08,248711,15228
2597,Butler,09/08/2022 23:46,9/13/2022 12:39,208238,15206
2598,Beaver Falls,10/08/2022 04:19,10/11/2022 11:52,275975,15106
2599,Pittsburgh Mills,10/08/2022 04:19,10/11/2022 11:49,275975,15106
2600,Butler,10/08/2022 08:07,10/11/2022 14:59,47136,15237
2601,Butler,10/08/2022 08:15,10/11/2022 15:05,213320,15237
2602,Butler,10/08/2022 08:52,10/12/2022 17:34,270991,15216
2603,Beaver Falls,10/08/2022 09:31,10/14/2022 9:03,225410,15238
2604,Butler,10/08/2022 09:36,10/12/2022 12:53,234237,15241
2605,Akron,10/08/2022 09:36,10/19/2022 10:35,238494,15227
2606,Pittsburgh Mills,10/08/2022 09:36,10/11/2022 11:31,238494,15227
2607,Washington,10/08/2022 09:36,10/11/2022 11:32,238494,15227
2608,Pittsburgh Mills,10/08/2022 09:41,10/11/2022 14:48,8240,15317
2609,Mckees Rocks,10/08/2022 10:54,10/10/2022 13:23,29520,15241
2610,Pittsburgh Mills,10/08/2022 11:02,10/10/2022 14:25,1485,15317
2611,Pittsburgh Mills,10/08/2022 11:04,10/11/2022 15:51,110854,15236
2612,Pittsburgh Mills,10/08/2022 11:09,10/10/2022 16:06,48287,15241
2613,Washington,10/08/2022 11:09,10/10/2022 16:06,48287,15241
2614,Butler,10/08/2022 11:24,10/12/2022 15:30,14557,15143
2615,Pittsburgh Mills,10/08/2022 11:45,10/11/2022 14:24,237399,15090
2616,Pittsburgh Mills,10/08/2022 11:50,10/11/2022 12:28,142762,15205
2617,Washington,10/08/2022 11:50,10/11/2022 12:29,142762,15205
2618,Butler,10/08/2022 11:50,10/12/2022 16:57,142762,15205
2619,Butler,10/08/2022 13:20,10/12/2022 16:47,165515,15236
2620,Beaver Falls,10/08/2022 13:52,10/11/2022 14:31,259970,15209
2621,Butler,10/08/2022 13:52,10/11/2022 15:25,259970,15209
2622,Pittsburgh Mills,10/08/2022 14:33,10/10/2022 16:48,270991,15216
2623,Washington,10/08/2022 14:33,10/10/2022 16:42,270991,15216
2624,Butler,10/08/2022 14:33,10/12/2022 17:34,270991,15216
2625,Pittsburgh Mills,10/08/2022 16:54,10/11/2022 12:18,57725,15234
2626,Washington,10/08/2022 16:54,10/11/2022 12:19,57725,15234
2627,Mckees Rocks,10/08/2022 16:54,10/10/2022 14:10,57725,15234
2628,Pittsburgh Mills,10/08/2022 17:55,10/11/2022 15:21,233086,15102
2629,Akron,10/08/2022 21:45,10/19/2022 9:39,276544,15236
2630,Boardman,11/08/2022 05:03,11/09/2022 17:10,267123,15224
2631,Butler,11/08/2022 06:57,11/09/2022 14:28,196566,15226
2632,Butler,11/08/2022 07:49,11/10/2022 15:28,16013,15057
2633,Mckees Rocks,11/08/2022 08:31,11/09/2022 10:44,105317,15214
2634,Washington,11/08/2022 09:42,11/09/2022 13:33,8240,15317
2635,Mckees Rocks,11/08/2022 09:56,11/09/2022 11:08,259970,15209
2636,Butler,11/08/2022 09:56,11/09/2022 11:06,259970,15209
2637,Butler,11/08/2022 10:11,11/09/2022 13:52,261957,15241
2638,Butler,11/08/2022 10:30,11/09/2022 10:20,258992,15236
2639,Butler,11/08/2022 10:30,11/09/2022 14:11,53268,15102
2640,Beaver Falls,11/08/2022 10:33,11/09/2022 19:50,141964,15218
2641,Butler,11/08/2022 10:45,11/11/2022 10:27,301978,15241
2642,Boardman,11/08/2022 11:09,11/09/2022 19:49,39046,15101
2643,Beaver Falls,11/08/2022 11:37,11/10/2022 11:45,62957,15143
2644,Washington,11/08/2022 11:37,11/10/2022 11:46,62957,15143
2645,Akron,11/08/2022 12:19,11/11/2022 09:42,292417,15227
2646,Butler,11/08/2022 12:58,11/11/2022 16:35,289976,44223
2647,Butler,11/08/2022 13:02,11/11/2022 16:59,156186,15090
2648,Pittsburgh Mills,11/08/2022 13:02,11/10/2022 12:10,156186,15090
2649,Pittsburgh Mills,11/08/2022 16:32,11/10/2022 16:16,11098,15055
2650,Boardman,11/08/2022 20:23,11/09/2022 13:50,237873,44514
2651,Butler,11/08/2022 20:28,11/10/2022 19:15,119846,15236
2652,Washington,11/08/2022 20:28,11/10/2022 17:10,119846,15236
2653,Washington,11/08/2022 20:28,11/11/2022 10:42,202234,15206
2654,Boardman,11/08/2022 20:36,11/09/2022 13:26,10427,15207
2655,Boardman,11/08/2022 20:39,11/10/2022 17:22,53555,15236
2656,Robinson,11/08/2022 20:51,11/11/2022 09:29,44597,15216
2657,Mckees Rocks,11/08/2022 20:51,11/11/2022 09:28,44597,15216
2658,Pittsburgh Mills,11/08/2022 20:57,11/11/2022 10:42,32188,15241
2659,Robinson,11/08/2022 20:57,11/11/2022 10:41,32188,15241
2660,Boardman,11/08/2022 21:08,11/10/2022 14:46,257886,15207
2661,Pittsburgh Mills,11/08/2022 21:08,11/10/2022 14:48,257886,15207
2662,Akron,11/08/2022 21:08,11/11/2022 09:42,257886,15207
2663,McKees Rocks,01/09/2022 17:27,01/11/2022 14:48,44831,15205
2664,Washington,01/09/2022 21:05,01/10/2022 17:40,17477,15129
2665,Washington,02/09/2022 04:38,02/09/2022 15:51,11067,15301
2666,Butler,02/09/2022 06:51,02/10/2022 14:21,2817,15241
2667,Washington,02/09/2022 06:52,2/14/2022 9:34,2817,15241
2668,McKees Rocks,02/09/2022 06:52,02/09/2022 14:19,2817,15241
2669,Pittsburgh Mills,02/09/2022 06:55,2/14/2022 9:35,2817,15241
2670,Beaver,02/09/2022 07:46,02/09/2022 16:01,3567,15301
